Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/1           std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~deque() [63]
[62]     0.0    0.00    0.00       1         std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~_Deque_base() [62]
                0.00    0.00       1/1           std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_nodes(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**) [61]
                0.00    0.00       1/1           std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_deallocate_map(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >**, unsigned long) [150]
                0.00    0.00       1/1           std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Deque_impl::~_Deque_impl() [147]
-----------------------------------------------
                0.00    0.00       1/1           std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~queue() [64]
[63]     0.0    0.00    0.00       1         std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~deque() [63]
                0.00    0.00       1/1           std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~_Deque_base() [62]
                0.00    0.00       1/41668       std::_Deque_base<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Tp_allocator() [101]
                0.00    0.00       1/1           std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::end() [158]
                0.00    0.00       1/500000      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [87]
                0.00    0.00       1/1           std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_data(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [156]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[64]     0.0    0.00    0.00       1         std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::~queue() [64]
                0.00    0.00       1/1           std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~deque() [63]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[65]     0.0    0.00    0.00       1         std::tuple<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type, std::__decay_and_strip<char const (&) [1]>::__type> std::make_tuple<int&, int&, char const (&) [1]>(int&, int&, char const (&) [1]) [65]
                0.00    0.00       1/1           std::tuple<int, int, char const*>::tuple<int&, int&, char const (&) [1], true>(int&, int&, char const (&) [1]) [70]
                0.00    0.00       2/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00       1/4           char const (&std::forward<char const (&) [1]>(std::remove_reference<char const (&) [1]>::type&)) [1] [130]
-----------------------------------------------
                0.00    0.00       4/4           std::tuple<int, int, char const*>::tuple<int, int, char const (&) [2], true>(int&&, int&&, char const (&) [2]) [68]
[66]     0.0    0.00    0.00       4         std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2]) [66]
                0.00    0.00       4/4           std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int, char const (&) [2], void>(int&&, char const (&) [2]) [67]
                0.00    0.00       8/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
                0.00    0.00       4/16          char const (&std::forward<char const (&) [2]>(std::remove_reference<char const (&) [2]>::type&)) [2] [120]
                0.00    0.00       4/500008      std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [85]
-----------------------------------------------
                0.00    0.00       4/4           std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2]) [66]
[67]     0.0    0.00    0.00       4         std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int, char const (&) [2], void>(int&&, char const (&) [2]) [67]
                0.00    0.00       4/500008      std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [46]
                0.00    0.00       4/16          char const (&std::forward<char const (&) [2]>(std::remove_reference<char const (&) [2]>::type&)) [2] [120]
                0.00    0.00       4/5           std::_Tuple_impl<2ul, char const*>::_Tuple_impl(char const* const&) [127]
                0.00    0.00       4/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.00    0.00       4/4           std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type, std::__decay_and_strip<char const (&) [2]>::__type> std::make_tuple<int, int, char const (&) [2]>(int&&, int&&, char const (&) [2]) [69]
[68]     0.0    0.00    0.00       4         std::tuple<int, int, char const*>::tuple<int, int, char const (&) [2], true>(int&&, int&&, char const (&) [2]) [68]
                0.00    0.00       4/4           std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2]) [66]
                0.00    0.00       8/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
                0.00    0.00       4/16          char const (&std::forward<char const (&) [2]>(std::remove_reference<char const (&) [2]>::type&)) [2] [120]
-----------------------------------------------
                0.00    0.00       4/4           main [1]
[69]     0.0    0.00    0.00       4         std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type, std::__decay_and_strip<char const (&) [2]>::__type> std::make_tuple<int, int, char const (&) [2]>(int&&, int&&, char const (&) [2]) [69]
                0.00    0.00       4/4           std::tuple<int, int, char const*>::tuple<int, int, char const (&) [2], true>(int&&, int&&, char const (&) [2]) [68]
                0.00    0.00       8/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
                0.00    0.00       4/16          char const (&std::forward<char const (&) [2]>(std::remove_reference<char const (&) [2]>::type&)) [2] [120]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type, std::__decay_and_strip<char const (&) [1]>::__type> std::make_tuple<int&, int&, char const (&) [1]>(int&, int&, char const (&) [1]) [65]
[70]     0.0    0.00    0.00       1         std::tuple<int, int, char const*>::tuple<int&, int&, char const (&) [1], true>(int&, int&, char const (&) [1]) [70]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int&, int&, char const (&) [1], void>(int&, int&, char const (&) [1]) [71]
                0.00    0.00       2/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00       1/4           char const (&std::forward<char const (&) [1]>(std::remove_reference<char const (&) [1]>::type&)) [1] [130]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int, int, char const*>::tuple<int&, int&, char const (&) [1], true>(int&, int&, char const (&) [1]) [70]
[71]     0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int&, int&, char const (&) [1], void>(int&, int&, char const (&) [1]) [71]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int&, char const (&) [1], void>(int&, char const (&) [1]) [72]
                0.00    0.00       2/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00       1/499999      std::_Head_base<0ul, int, false>::_Head_base<int&>(int&) [59]
                0.00    0.00       1/4           char const (&std::forward<char const (&) [1]>(std::remove_reference<char const (&) [1]>::type&)) [1] [130]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int&, int&, char const (&) [1], void>(int&, int&, char const (&) [1]) [71]
[72]     0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int&, char const (&) [1], void>(int&, char const (&) [1]) [72]
                0.00    0.00       1/499999      std::_Head_base<1ul, int, false>::_Head_base<int&>(int&) [42]
                0.00    0.00       1/4499991     int& std::forward<int&>(std::remove_reference<int&>::type&) [33]
                0.00    0.00       1/4           char const (&std::forward<char const (&) [1]>(std::remove_reference<char const (&) [1]>::type&)) [1] [130]
                0.00    0.00       1/5           std::_Tuple_impl<2ul, char const*>::_Tuple_impl(char const* const&) [127]
-----------------------------------------------
                0.00    0.00       5/5           std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, char const*>(std::_Tuple_impl<1ul, int, char const*>&&) [54]
[73]     0.0    0.00    0.00       5         std::_Tuple_impl<1ul, int, char const*>::_M_head(std::_Tuple_impl<1ul, int, char const*>&) [73]
                0.00    0.00       5/4999987     std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false>&) [44]
-----------------------------------------------
                0.00    0.00       5/4999987     std::_Tuple_impl<0ul, int, int, char const*>::_M_head(std::_Tuple_impl<0ul, int, int, char const*>&) [124]
                0.00    0.00 4999982/4999987     std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_head(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [45]
[80]     0.0    0.00    0.00 4999987         std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false>&) [80]
-----------------------------------------------
                0.00    0.00       4/2000052     std::_Tuple_impl<1ul, int, char const*>::_Tuple_impl<int, char const (&) [2], void>(int&&, char const (&) [2]) [67]
                0.00    0.00       5/2000052     std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, int, char const*>(std::_Tuple_impl<0ul, int, int, char const*>&&) [53]
                0.00    0.00       5/2000052     std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, char const*>(std::_Tuple_impl<1ul, int, char const*>&&) [54]
                0.00    0.00       8/2000052     std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type, std::__decay_and_strip<char const (&) [2]>::__type> std::make_tuple<int, int, char const (&) [2]>(int&&, int&&, char const (&) [2]) [69]
                0.00    0.00       8/2000052     std::tuple<int, int, char const*>::tuple<int, int, char const (&) [2], true>(int&&, int&&, char const (&) [2]) [68]
                0.00    0.00       8/2000052     std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2]) [66]
                0.00    0.00  499999/2000052     std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
                0.00    0.00  499999/2000052     std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [22]
                0.00    0.00  500008/2000052     std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [46]
                0.00    0.00  500008/2000052     std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [85]
[81]     0.0    0.00    0.00 2000052         int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.00    0.00   41666/1541663     void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_push_back_aux<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [52]
                0.00    0.00  499999/1541663     void std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::emplace_back<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [8]
                0.00    0.00  499999/1541663     void std::allocator_traits<std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [12]
                0.00    0.00  499999/1541663     void __gnu_cxx::new_allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [14]
[82]     0.0    0.00    0.00 1541663         std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&& std::forward<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type&) [82]
-----------------------------------------------
                0.00    0.00 1499997/1499997     std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_head(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [30]
[83]     0.0    0.00    0.00 1499997         std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_M_head(std::_Head_base<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>&) [83]
-----------------------------------------------
                0.00    0.00  499999/999998      std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::push(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [10]
                0.00    0.00  499999/999998      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::push_back(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [9]
[84]     0.0    0.00    0.00  999998         std::remove_reference<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [84]
-----------------------------------------------
                0.00    0.00       4/500008      std::_Tuple_impl<0ul, int, int, char const*>::_Tuple_impl<int, int, char const (&) [2], void>(int&&, int&&, char const (&) [2]) [66]
                0.00    0.00       5/500008      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl<int, int, char const*>(std::_Tuple_impl<0ul, int, int, char const*>&&) [53]
                0.00    0.00  499999/500008      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
[85]     0.0    0.00    0.00  500008         std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [85]
                0.00    0.00  500008/2000052     int&& std::forward<int>(std::remove_reference<int>::type&) [81]
-----------------------------------------------
                0.00    0.00       1/500003      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::end() [158]
                0.00    0.00       2/500003      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_data(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [156]
                0.00    0.00  500000/500003      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [87]
[86]     0.0    0.00    0.00  500003         std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::_Deque_iterator(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&) [86]
-----------------------------------------------
                0.00    0.00       1/500000      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~deque() [63]
                0.00    0.00  499999/500000      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::front() [37]
[87]     0.0    0.00    0.00  500000         std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [87]
                0.00    0.00  500000/500003      std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::_Deque_iterator(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&) [86]
-----------------------------------------------
                0.00    0.00  499999/499999      std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::front() [37]
[88]     0.0    0.00    0.00  499999         std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>::operator*() const [88]
-----------------------------------------------
                0.00    0.00  499999/499999      std::queue<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::empty() const [36]
[89]     0.0    0.00    0.00  499999         std::deque<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::empty() const [89]
                0.00    0.00  499999/499999      bool std::operator==<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*>(std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&, std::_Deque_iterator<std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::tuple<int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*> const&) [94]
-----------------------------------------------
                0.00    0.00  499999/499999      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
[90]     0.0    0.00    0.00  499999         std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_tail(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [90]
-----------------------------------------------
                0.00    0.00  499999/499999      std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [22]
[91]     0.0    0.00    0.00  499999         std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_tail(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [91]
-----------------------------------------------
                0.00    0.00  499999/499999      std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<0ul, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [20]
[92]     0.0    0.00    0.00  499999         std::remove_reference<std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [92]
-----------------------------------------------
                0.00    0.00  499999/499999      std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_Tuple_impl(std::_Tuple_impl<1ul, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&) [22]
[93]     0.0    0.00    0.00  499999         std::remove_reference<std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::_Tuple_impl<2ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [93]
-----------------------------------------------
